Record Type|Document Number|Local Report Number|Crash Severity|Private Property Indicator|Hit/Skip|Photos Taken|Reporting Agency NCIC|Number of Units|Unit in Error|Crash Date|Time of Crash|Day of Week|In City, Village, Township|FIPS Place Code|Enter Name of City, Village, Township|County|Latitude|Longitude|Crash/Loc Prefix|Location Road Name|Location Road Type|Distance from Reference|Direction from Reference|Ref Road Prefix|Reference Road Name|Reference Route Type|Reference Point Used|Crash Location|Location of First Harmful Event|Road Contour|Road Conditions - Primary|Road Conditions - Secondary|Manner of Crash Collision/Impact|Weather|Light Conditions - Primary|Light Conditions - Secondary|School Bus Related|Work Zone Related|Type of Work Zone|Location of Crash in Work Zone|Workers Present|Road Surface|Number of Lanes|Alcohol Related|Drug Related|Total Injured|Total Killed|Animal Related|Bicycle Related|Motorcycle Related|Speed Related|Pedestrian Related|Semi-Truck Related|Small Truck Related|Youth Related|Teen Related|Drinking Driver <21 Related|Senior Related|Local Information|Divided/Undivided roadway|Divided Lane Direction of Travel|Location Route Number|Location Route Type|Distance from Reference Measurement|Reference Route Number|Intersection Related|School Zone Related|Law Enforcement Present in Work Zone|Reference Road Type
C|20146097060|00000014-12895|3|0|0|1|01315|2|1|9152014|1640|2|3|49322|Miami (Township of)|13|39.199668|84.22624||||30.0|E||Buckwheat||1|1|1|1|1||2|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||28|SR|2||0|0|1|RD
C|20144024622|145010436|3|0|0|1|05500|2|1|6252014|1653|4|3|51492|Monroe (Township of)|55|39.944653|84.19914|E|EVANSTON|RD|0.5|E|||CR|1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||1|25A|1|0|1|
C|20144024688|14-150-06|2|0|0|0|02531|2|1|6262014|930|5|3|16112|Clinton (Township of)|25|40.030983|82.95730999999998||OAKLAND PARK|AV|50.0|N|||SR|1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|2|0|0|0|0|0|0|0|0|1|1|0|0||1|E|||2|3|0|0|1|
C|20146097144|145008532|3|0|0|0|CIP00|2|1|9112014|1436|5|1|15000|Cincinnati|31|39.114057|84.5179||Race|ST|0.0|||1633||3|1|1|1|1||7|1|1||1|0|0|0|0.0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||||0||0|0|1|
C|20144024847|2014-00017522|3|0|0|0|02510|2|1|6272014|1147|6|1|83342|Westerville|25|40.124282|82.93098||STATE|ST|40.0|S||WALNUT||1|1|1|1|1|9.0|7|1|1||1|0|0|0|0.0|6|4|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0||2||||2||0|0|1|ST
C|20144024923|07851|2|0|0|0|CLP00|2|1|6292014|932|1|1|16000|Cleveland|18|41.330695|81.33123|E|COLONIAL HTS AVE|AV|0.0||S|TORBENSON RD||1|2|9|3|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||0|0|1|RD
C|20144025006|14-007224|2|0|0|1|07402|1|1|6302014|1126|2|1|76778|Tiffin|74|41.113544|83.19891||WENTZ|ST|0.0|||000366||3|1|1|3|1|9.0|1|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20146097279|14GAH-27891-AC|3|0|0|0|02504|2|1|9162014|1446|3|1|29106|Gahanna|25|40.009576|82.86724||MORRISON|RD|20.0|E|S|HAMILTON|SR|1|1|1|1|1||2|2|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|DISTRICT 3|2||||2|317|1|0|1|RD
C|20146097379|145008751|3|0|0|0|CIP00|2|1|9162014|2210|3|1|15000|Cincinnati|31|39.201437|84.56325||Banning|RD|0.0|||6210||3|2|1|1|1||7|1|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2||||0||0|0|1|
C|20146097437|145007777|3|0|0|0|CIP00|2|1|8252014|1325|2|1|15000|Cincinnati|31|39.101694|84.54528||6th|ST|0.0|||2000||3|1|1|1|1||6|1|1||1|0|0|0|0.0|1|4|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|3|2||||0||0|0|1|
C|20144025121|1420064|2|0|0|1|01842|2|1|6302014|2105|2|1|61000|Parma|18|41.405041|81.69975||SNOW|RD|0.0||S|PARK||1|2|1|1|1|9.0|1|1|3||1|0|0|0|0.0|1|4|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1||2||87|CR|0||1|0|1|BL
C|20146097524|2014000036640|3|0|0|0|03142|2|1|9152014|1829|2|3|21504|Delhi (Township of)|31|39.216158|84.67234||||0.0|||0029||2|1|1|2|2||2|2|1||1|1|4|4|1.0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|E|0275|IR|0||0|0|1|MP
C|20144025241|201405222|2|0|0|0|04807|2|2|7032014|1320|5|1|77000|Toledo|48|41.72122|83.50123||||0.0||E|ALEXIS||1|2|9|4|1|9.0|7|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0||2||75|IR|0||0|0|1|RD
C|20144025319|1407050274|3|0|0|0|05702|2|1|7052014|1648|7|1|21000|Dayton|57|39.787254|84.22568000000003||CATALPA|DR|0.0|||FAIRVIEW||1|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||1|N|||0||1|0|1|AV
C|20144025378|1404121|3|0|0|0|01815|3|3|7062014|1450|1|1|16014|Cleveland Heights|18|41.510702|81.56665||LEE|RD|0.0|||001788||3|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||1|0|1|
C|20146097663|140797406|3|0|2|0|COP00|2|2|9162014|700|3|1|18000|Columbus|25|39.95122|82.88687|E|Fulton|ST|0.5|W||striebel||1|1|1|1|1||1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2 / 91|2||||1||0|0|1|RD
C|20146097719|14BEX-186-AC|3|0|0|1|02501|2|1|9162014|1739|3|1|6278|Bexley|25|39.957211|82.93999000000002|E|MAIN|ST|0.0|S||COLLEGE||1|2|1|1|1||3|1|1||1|0|0|0|0.0|2|5|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|0|AV
C|20146097819|79-1035-79|2|0|2|1|OHP79|1|1|9112014|2345|5|3|22470|Dover (Township of)|79|40.532395|81.45481||||0.1|S|||TR|1|1|4|2|1||1|2|5||1|0|0|0|0.0|2|2|1|1|1|0|0|0|0|1|0|0|0|1|0|0|0||2||82|CR|1|380|0|0|1|
C|20147038974|2014176|3|0|1|1|01809|2|2|7172014|2218|5|1|9064|Broadview Heights|18|41.316052|81.64867|||HW|0.0||E|ROYALTON|SR|1|1|1|1|1|9.0|2|1|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|S|77|IR|0|82|0|0|1|RD
C|20147039073|146995|3|0|0|1|07600|2|1|7182014|1418|6|3|62988|Plain (Township of)|76|40.841626|81.4032||38TH|ST|5.0|E||GUILFORD||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||3||0|0|1|AV
C|20147039173|1430638|3|0|0|0|01836|2|2|7152014|809|3|1|57008|North Royalton|18|41.350113|81.78508000000002|W|130|ST|0.0|||008001||3|1|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||1|0|1|
C|20147039273|8742514|2|0|0|1|08700|2|2|7142014|1512|2|3|63002|Plain (Township of)|87|41.397589|83.67657||||0.0|||016785||3|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||64|SR|0||0|0|1|
C|20146097868|60-0775-60|3|0|0|1|OHP60|1|98|9172014|2205|4|3|61994|Perry (Township of)|60|39.974066|81.84123000000002||||0.3|E||21||2|1|1|2|1||1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0||2||22|US|1||0|0|1|MP
C|20144025529|1410090|2|0|2|1|07604|2|1|4012014|1856|3|1|12000|Canton|76|40.814877|81.33543||MAHONING NE|RD|0.0|||002901||3|1|1|1|1|9.0|2|2|1||1|0|0|0|0.0|1|2|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||1|0|1|
C|20144025595|T70533|3|0|0|1|01834|2|99|7062014|1919|1|1|56882|North Olmsted|18|41.412581|81.902||||0.0||||IR|1|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||252|SR|0|480|1|0|1|
C|20144025668|1421160|2|0|0|0|01842|2|1|7092014|1801|4|1|61000|Parma|18|41.404857|81.7319||SNOW|RD|0.0|||006818||3|1|1|1|2|9.0|2|2|1||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||87|CR|0||0|0|1|
C|20144025735|145011481|3|0|1|1|05500|1|1|7102014|2255|5|3|54138|Newberry (Township of)|55|40.109212|84.41152||BUENECK|RD|0.0|||005010||3|2|6|1|1|9.0|1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||||0||1|0|1|
C|20144025799|140031991|2|0|2|0|01202|2|1|7112014|1150|6|1|74118|Springfield|12|39.8948|83.81147|E|LEFFEL|LA|0.0||S|LIMESTONE||1|2|1|1|1|9.0|1|1|1||1|0|0|0|0.0|2|4|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0||2||||0||1|0|1|ST
C|20146098109|140712055|3|0|0|0|COP00|3|3|8212014|1347|5|1|18000|Columbus|25|39.985586|82.93909000000002||||134.0|W||FIFTH||1|1|1|3|2||2|2|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||1|E|670|IR|2||0|0|1|AV
C|20146098209|2014000029947|3|0|0|0|08304|2|1|9122014|2319|6|2|48188|Mason|83|39.337262|84.31115||Western Row Road|RD|0.0|||Mason-Montgomery||1|2|1|1|1||6|1|4||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||0|0|0|RD
C|20146098289|14059444|3|0|2|0|05714|2|1|9142014|1125|1|1|36610|Huber Heights|57|39.851353|84.12383||HOLBROOK|ST|0.0|||6123||3|1|1|1|1||7|1|1||1|0|0|0|0.0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20146098334|14013124|2|0|0|0|04801|2|2|9142014|1856|1|1|48342|Maumee|48|41.58077700000001|83.66471||HOLLAND|ST|0.0|||CONANT||1|2|1|1|1||2|1|1||1|0|0|0|0.0|2|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||1|0|1|ST
C|20144025985|14-23358|2|0|0|1|00204|2|2|7162014|1417|4|1|43554|Lima|2|40.742681|84.11334000000002|N|METCALF|ST|0.0||W|NORTH||1|2|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|3|0|0|1|0|0|0|0|0|0|1|0|1|1|0|0||2||||0||1|0|1|ST
C|20144026055|381452|3|0|0|0|03113|2|1|7172014|1633|5|2|86366|Woodlawn|31|39.263287|84.4665||||5.0|W||010600||3|3|1|2|1|9.0|6|2|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||4|SR|2||0|0|1|
C|20144026131|14-2238|2|0|0|1|03131|1|1|7202014|810|1|1|71892|Sharonville|31|39.263613|84.58953000000002||||0.0|||0016.8||2|8|2|4|1|9.0|1|2|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0||2||275|IR|0||0|0|1|MP
C|20146098468|14-0308|3|0|0|1|01200|2|2|9162014|2213|3|3|6054|Bethel (Township of)|12|39.864621|84.02783000000002||||0.5|E||42.0||2|1|1|1|1||7|2|5||1|1|1|4|1.0|2|3|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||1|E|70|IR|1||0|1|2|MP
C|20146098568|23-0713-23|3|0|0|1|OHP23|2|2|9162014|1530|3|3|35812|Hocking (Township of)|23|39.718159|82.67519||||0.0||||SR|1|8|1|2|1||2|2|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||33|US|0|188|1|0|1|
C|20146098668|89-0526-86|3|0|0|1|OHP89|2|1|9182014|1520|5|3|57162|Northwest (Township of)|86|41.629245|84.75780999999998||||0.5|E||2||2|1|1|1|1||2|1|1||1|0|0|0|0.0|1|5|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|X2|1|W|80|IR|1||0|0|1|MP
C|20146098768|83-1045-83|3|0|0|1|OHP83|2|2|9172014|1650|4|3|77868|Turtle Creek (Township of)|83|39.438205|84.28335||||75.0|E||3||2|1|1|2|2||2|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||63|SR|2||1|0|1|MP
C|20146098868|140813463|3|0|0|0|COP00|2|99|9212014|142|1|1|18000|Columbus|25|39.949148|82.95926|E|Livingston|AV|25.0|E||Kelton||1|1|1|1|1||7|2|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|AV
C|20146098968|89-0523-87|2|0|2|1|OHP89|3|1|9172014|1251|4|3|41328|Lake (Township of)|87|41.51060800000001|83.41745||||1.0|E||74||2|1|1|2|1||7|2|1||1|0|0|0|0.0|2|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|WB|1|W|80|IR|2||0|0|1|MP
C|20146099068|140815135|3|0|0|0|COP00|3|3|9212014|1545|1|1|18000|Columbus|25|39.95699000000001|83.06319|N|Oakley|AV|100.0|S||Violet||1|2|1|1|1||6|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3/192|2||||2||0|0|1|ST
C|20146099161|48-1350-48|3|0|1|1|OHP48|2|2|9122014|850|6|3|74123|Springfield (Township of)|48|41.623296|83.70104||Holland Sylvania|RD|0.1|S||Angola||1|1|1|2|1||2|2|1||2|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||1||0|0|1|RD
C|20146099261|85-1185-85|2|0|0|1|OHP85|2|1|9162014|1713|3|3|28504|Franklin (Township of)|85|40.67427|81.89325||||0.0||||TR|1|3|1|1|1||6|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|1|0|0|0|0|1|1|0|0||2||0002|CR|0|0422|1|0|1|
C|20146099362|15-0796-15|2|0|0|1|OHP15|1|1|9202014|1635|7|2|69834|Salem|15|40.862498|80.7649||||0.2|W|||TR|1|1|4|3|1||1|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1||2||414|CR|1|786|0|0|1|
C|20146099462|T14005429|3|0|0|0|07701|2|99|9192014|1910|6|1|1000|Akron|77|41.098598|81.50196||Patterson|AV|0.0|||475||3|1|1|1|1||6|1|3||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||0|0|0|
C|20146099562|29-0779-29|3|0|0|1|OHP29|1|1|9192014|1117|6|2|86772|Xenia|29|39.785829|83.96166||Hyde|RD|1.0|E|||SR|1|1|2|1|1||1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||1|235|0|0|1|
C|20146099662|14-25743|2|0|0|0|04501|2|1|9112014|1802|5|1|54040|Newark|45|40.063773|82.45093||COUNTRY CLUB|DR|0.0|||LONDONDALE||1|3|1|1|1||2|1|1||1|0|0|0||2|2|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1||2||||0||1|0|0|RD
C|20146099759|14-07596|3|0|0|0|02301|2|1|9202014|1233|7|1|41720|Lancaster|23|39.731981|82.61758||PIERCE|AV|0.0||N|MEMORIAL||1|3|1|4|1||2|1|1||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||2||||0||1|0|0|DR
C|20146099840|T14005449|3|0|0|0|07701|2|2|9202014|2331|7|1|1000|Akron|77|41.074022|81.52231|S|High|ST|0.0|||Selle||1|2|1|2|1||6|2|4||1|0|0|0||1|3|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||0|0|0|ST
C|20146099940|14024274|2|0|0|0|06001|2|2|9172014|950|4|1|88084|Zanesville|60|39.94777|82.00066||UNDERWOOD|ST|0.0|||ZANE||1|2|1|1|1||6|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0||1|N|||0||1|0|1|ST
C|20146100040|27-0657-27|3|0|0|1|OHP27|1|1|9162014|1604|3|3|32760|Guyan (Township of)|27|38.637453|82.28169||||0.0|||6||2|1|4|1|1||1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||218|SR|0||0|0|1|MP
C|20146100140|140819609|2|0|2|0|COP00|1|1|9222014|2321|2|1|18000|Columbus|25|39.930681|83.13821||Hall|RD|20.0|E||Plumway||1|1|1|1|1||1|1|5||1|0|0|0|0.0|2|2|1|0|1|0|0|0|0|1|0|0|0|0|0|1|0||2||||3||0|0|1|DR
C|20146100239|201402453|3|0|0|0|04702|2|1|9202014|1533|7|1|3352|Avon|47|41.458803|82.01694||DETROIT|RD|10.0|W||AVON COMMONS||1|1|1|1|1||2|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||254|SR|2||1|0|1|DR
C|20146100339|145008784|3|0|0|0|CIP00|2|1|9172014|1547|4|1|15000|Cincinnati|31|39.132151|84.46216||Madison|RD|0.0|||2012||3|1|1|1|1||2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|E|||0||0|0|1|
C|20146100438|84-0668-58|2|0|0|1|OHP84|1|1|9202014|1420|7|3|47796|Marion (Township of)|58|39.463088|81.83201||||0.5|S||1||2|1|1|4|1||1|1|1||1|0|0|0|0.0|2|2|0|0|2|0|0|0|1|0|0|0|0|0|0|0|0||2||555|SR|1||0|0|1|MP
C|20146100538|000000014-1125|2|0|0|1|02521|2|1|9232014|2020|3|1|53970|New Albany|25|40.087912|82.79867||||0.0||||SR|1|2|1|1|1||6|1|4||1|0|0|0|0.0|2|2|0|0|4|0|0|0|0|0|0|0|0|1|1|0|0||2||62|US|0|161|1|0|1|
C|20146100638|70-1198-70|2|0|0|1|OHP70|3|1|9192014|735|6|3|74128|Springfield (Township of)|70|40.746839|82.58981999999997||Millsboro|RD|50.0|W||Lexington Springmill||1|3|1|1|1||2|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0||2||||3||1|0|1|RD
C|20146100738|140823909|2|0|0|0|COP00|3|3|9242014|1116|4|1|18000|Columbus|25|39.986862|82.99972|N|4th|ST|10.0|E|E|5th||1|2|1|1|1||6|1|1||1|0|0|0|0.0|2|3|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|4/42|2||||2||0|0|1|AV
C|20146100838|14-0312|3|0|0|0|01200|2|1|9192014|1756|6|1|74119|Springfield (Township of)|12|39.925162|83.85564000000002||||0.0|||00040|SR|1|7|1|4|1||2|1|1||1|1|2|3|1.0|1|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||1|S|68|SR|0|40|0|0|1|RD
C|20146100938|83-1051-83|2|0|0|1|OHP83|2|2|9192014|1645|6|3|21238|Deerfield (Township of)|83|39.315606|84.25862||||0.3|W||3||2|2|1|2|1||6|1|1||1|0|0|0|0.0|2|2|0|0|2|0|0|0|0|0|0|0|1|1|1|0|0||2||22|US|1||1|0|1|MP
C|20146101038|84-0677-84|3|0|0|1|OHP84|2|1|9232014|1808|3|3|70002|Salem (Township of)|84|39.561308|81.44672||||0.0||||TR|1|4|1|4|1||6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||2||530|SR|0|48|1|0|1|
C|20146101137|140830103|3|0|0|0|COP00|2|2|9262014|825|6|1|18000|Columbus|25|40.07141|82.98159|N|Fahlander|DR|250.0|E||ilo||1|1|1|1|1||7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||2||0|0|1|DR
C|20146101237|140830794|2|0|0|0|COP00|2|2|9262014|1255|6|1|18000|Columbus|25|40.122608|83.03596999999998||Olentangy Riv|RD|0.0||S|315|IR|1|3|1|1|1||6|1|1||1|0|0|0|0.0|2|5|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|5\164|1|S|||0|315|1|0|1|HW
C|20146101337|76-1984-76|3|0|0|1|OHP76|1|1|9212014|1900|1|3|75208|Sugar Creek (Township of)|76|40.704439|81.57871||Justus|AV|0.1|S||Angleway||1|1|4|1|1||1|2|3||1|0|0|0|0.0|2|2|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||||1||0|0|1|ST
C|20147039387|08052|2|0|0|1|CLP00|1|1|6222014|430|1|1|16000|Cleveland|18|41.463565|81.61435||GIBSON|AV|0.0|||010107||3|1|4|4|1|9.0|1|2|4||1|0|0|0|0.0|2|2|1|0|2|0|0|0|0|1|0|0|0|1|0|0|0||2||||0||0|0|1|
C|20147039487|20142694|2|0|0|1|07705|3|3|7172014|919|5|1|36651|Hudson|77|41.239187|81.45339||||0.0||W|000236||3|1|1|1|1|9.0|1|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0||2||303|SR|0||1|0|1|
C|20147039587|14-005014|2|0|0|1|02001|1|1|7112014|1528|6|1|21308|Defiance|20|41.278277|84.34178||COLUMBUS|AV|5.0|S||SQUIRES||1|3|6|1|1|5.0|9|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|0|1|1|0|0||2||||2||1|0|1|ST
C|20147039687|201404970|3|0|2|0|04807|3|1|6252014|1635|4|1|77000|Toledo|48|41.664194|83.5409||BANCROFT|ST|0.0|||000401||3|1|1|1|2|9.0|2|9|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20147039787|07565|3|0|2|0|CLP00|2|2|6222014|1545|1|1|16000|Cleveland|18|41.443128|81.5838|E|141|ST|0.0||S|BEACHWOOD||1|1|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|AV
C|20147039887|08317|3|0|0|0|CLP00|2|2|7102014|1630|5|1|16000|Cleveland|18|41.518538|81.64578|E|65|ST|0.0|||SUPERIOR||1|2|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1||2||||0||1|0|1|AV
C|20146101499|78-1035-78|3|0|0|1|OHP78|1|1|9252014|2000|5|3|26684|Farmington (Township of)|78|41.132029|80.78775||||0.1|N|||CR|1|1|1|1|1||1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||2||206|CR|1|198|0|0|1|
C|20146101599|2014000038046|2|0|0|0|03142|2|1|9252014|900|5|3|21504|Delhi (Township of)|31|39.250468|84.57363000000002||Pippin Rd|RD|0.0|||009873||3|1|1|2|1||2|1|1||1|0|0|0||2|2|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|4|2||||0||0|0|0|
C|20146101699|83-1070-83|3|0|0|1|OHP83|1|98|9272014|640|7|3|77868|Turtle Creek (Township of)|83|39.426007|84.176||||0.3|S||17||2|1|1|4|1||1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||2||123|SR|1||0|0|1|MP
C|20146101799|79-1088-79|3|0|0|1|OHP79|2|1|9242014|1040|4|2|22456|Dover|79|40.485994|81.46573000000002||||0.1|E||13||2|1|1|2|1||1|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0||1|W|250|US|1||0|0|1|MP
C|20146101899|13-1933-13|3|0|0|1|OHP13|2|2|9232014|750|3|3|49322|Miami (Township of)|13|39.158686|84.26744000000002||||0.2|S||59||2|1|1|2|1||2|3|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||1|S|275|IR|1||1|0|1|MP
C|20144026264|07519|3|0|2|0|CLP00|2|2|6212014|2200|7|1|16000|Cleveland|18|41.474102|81.75711|W|103|ST|0.0|||002102||3|1|1|1|1|9.0|9|1|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20144026323|201404933|3|0|0|0|04807|2|2|6232014|1651|2|1|77000|Toledo|48|41.699941|83.54718000000003|N|DETROIT|AV|0.0|||LINT||1|3|1|4|2|9.0|7|4|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0||2||24|SR|0||1|0|1|AV
C|20144026378|201405140|3|0|2|0|04807|3|3|6302014|1858|2|1|77000|Toledo|48|41.611838|83.59453||GLENDALE|AV|0.0|||ANTHONY WAYNE||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|1|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||0||0|0|1|TL
C|20144026439|14-02446|3|0|0|1|08600|2|1|7102014|1522|5|3|64920|Pulaski (Township of)|86|41.485944|84.55108||||0.0||||US|1|2|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0||2||15|SR|0|127|1|0|1|
C|20144026497|201414919|3|0|0|0|07703|2|99|7092014|1810|4|1|19778|Cuyahoga Falls|77|41.133769|81.48336||BROAD|BL|0.0|||FRONT||1|4|1|2|2|9.0|6|4|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||1|W|||0||1|0|1|ST
C|20146102200|140841393|3|0|0|0|COP00|2|2|9292014|1235|2|1|18000|Columbus|21|40.141273|82.98092||Polaris|PK|400.0|W||Lyra||1|1|1|1|1||7|1|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|Zone 1 / District 10|1|E|||3||0|0|1|DR
C|20146102276|13-1979-13|2|0|0|1|OHP13|1|1|9282014|1845|1|3|49322|Miami (Township of)|13|39.126986|84.11171||||0.5|W||13||2|1|4|1|1||1|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|US ROUTE 50|2||50|US|1||0|0|1|MP
C|20146102376|140842208|3|0|0|0|COP00|2|2|9292014|1707|2|1|18000|Columbus|25|39.994517|83.08685||Trabue|RD|100.0|W||McKinley||1|1|1|1|1||7|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|Columbus|2||||3||0|0|1|AV
C|20146102475|21-1275-21|3|0|0|1|OHP21|2|1|9262014|1640|6|3|5774|Berkshire (Township of)|21|40.237627|82.92822||||0.4|N||129||2|1|1|1|1||2|1|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0||1|N|71|CR|1||1|0|1|MP
